priority,address,bundle_id,runtime_status,recommended_action,sheet_jp,sheet_ko,current_static_text,expected_if_18_is_control,only_leading_ko_diff_vs_sheet,current_payload_hex,direct_18_E518,source_payload_hex,nul_run,next_control,control_adjacent_08_17,predecessor_address,predecessor_text,next_dialogue_address,next_dialogue_text,status,confidence
P4_direct_ext3_text_drift,62894C,scenario_62892A,unverified,review_translation_and_runtime_by_bundle,彼らは強くなった。,녀석들은 수많은 사지를 뚫으며 스펙이 비약적으로 향상되었어.,こ그들은　강해졌어。,그들은　강해졌어。,,18E5182AB801010101,True,1895F05BE055F9D10A,1,,,62893C,그　생각은　고치는　게　좋다。,628956,아마　우리　최대의　장애가　되겠지。,quarantine,unresolved
P4_direct_ext3_text_drift,628968,scenario_62892A,unverified,review_translation_and_runtime_by_bundle,君だってー度は、シグ・ウェドナ－に,"자네 아인 역시 과거 전역에서, 시그 웨드너 녀석의 기습에",こ너도　한번은　시그　웨드너에게,너도　한번은　시그　웨드너에게,,18E518C50D010101010101010101,True,1861F649F0130807F50B2AFD0A0C,1,,,628956,아마　우리　최대의　장애가　되겠지。,628977,당했을　텐데。,quarantine,unresolved
P4_direct_ext3_text_drift,6289A1,scenario_628987,unverified,review_translation_and_runtime_by_bundle,セラがシステムを使いこなせてれば,세라 저 인형 녀석이 시스템 뇌파 전파를 완벽히 출력해 냈다면,こ세라가　시스템을　조종했다면,세라가　시스템을　조종했다면,,18E518300E0101010101010101010101,True,18F42917F90415E001041806F55EF03E,1,,,628994,완전하지　않았기　때문이다！！,6289B2,그　녀석　따위……！！,quarantine,unresolved
P4_direct_ext3_text_drift,6289CF,scenario_6289C5,unverified,review_translation_and_runtime_by_bundle,たとえ全力を発揮できたとしても,설령 세라를 갈아 넣어 시스템 원시 출력을 100% 해방한다 해도,こ전력을　낼　수　있더라도,전력을　낼　수　있더라도,,18E5183AC6010101010101010101,True,18F7C7F09A15F10E1632F379F5CB,1,,,6289C5,……아니。,6289DE,현재　시스템에는　한계가　있다。,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,628A0A,scenario_6289EF,unverified,confirm_current_text_then_rehome,それまでは無理は禁物だよ。,그 대업 완수 전엔 전선에서 무리하게 개죽음당하는 건 금물일세.,こ그때까진　무리는　금물이야。,그때까진　무리는　금물이야。,,18E51891C601010101010101,True,18F9A708F1BC08F0FAF5500A,2,0807,True,6289FC,완성까지는　아직　시간이　있어。,628A1B,………………,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,628A48,scenario_628A27,unverified,confirm_current_text_then_rehome,少なくとも時間を稼がねば……,테라 수오노 기체 하역 전까지 적어도 일정 시간을 벌어야 해……,こ적어도　시간을　벌어야……,적어도　시간을　벌어야……,,18E518301401010101010101010101,True,18880624F17AF47815E2C5F882F191,2,0817,True,628A36,강해지지　않도록　손을　써야　해。,628A5C,깅가남만으로는　벅찬　모양이군。,quarantine,unresolved
P4_direct_ext3_text_drift,628A9F,scenario_628A80,unverified,review_translation_and_runtime_by_bundle,彼のオモチャも,그가 애타게 개발 중인 전용기 장난감 디 오 역시,こ그의　장난감도,그의　장난감도,,18E518301701,True,189505F9B720,1,,,628A8C,그에게　한　번　더　일하게　하자。,628AA6,곧　쓸　수　있게　될　테고。,quarantine,unresolved
P5_non_direct_native_or_other,628AB8,scenario_628A80,unverified,do_not_autofix_static_false_positive_possible,ふふふふ……,후후후후……,こ후후후후……,후후후후……,True,18FF70FF07,,18FA22F191,2,1728,True,628AA6,곧　쓸　수　있게　될　테고。,628AC8,깅가남　함대、　디아나　카운터의,quarantine,unresolved
P4_direct_ext3_text_drift,628B66,scenario_628B52,unverified,review_translation_and_runtime_by_bundle,ブライト艦長たちが,인질 격실에 감금되어 있던 브라이트 함장 일행이,こ브라이트　함장들이,브라이트　함장들이,,18E518C5110101,True,18F97EF4FAF758,1,,,628B52,……백의　궁전에서　통신입니다！！,628B6E,회견장에서　탈출했다고　합니다！！,quarantine,unresolved
P5_non_direct_native_or_other,628BE6,scenario_628BCB,unverified,do_not_autofix_static_false_positive_possible,ア－ガマは,아가마 본선은 기체 출력을 극대화하여,こ아가마는,아가마는,,18F98E01,,18FB7808,1,,,628BDB,브라이트　일행을　구출한다！,628BEB,전속력으로　백의　궁전으로　가라！！,quarantine,unresolved
P4_direct_ext3_text_drift,628BFB,scenario_628BCB,unverified,review_translation_and_runtime_by_bundle,マザ－・バンガ－ドは,마더 뱅가드 기함은 침투하는,こ마더　뱅가드는,마더　뱅가드는,,18E5182B7A0101,True,18F5942AFCD208,1,,,628BEB,전속력으로　백의　궁전으로　가라！！,628C03,아가마를　엄호하라！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,628C68,scenario_628C54,unverified,confirm_current_text_then_rehome,ここに、ブライトたちはいる！！,인질 레이더망 확인 결과 저 지하 격실에 브라이트 일행이 생존해 있다！！,こ여기에　브라이트들이　있다！！,여기에　브라이트들이　있다！！,,18E518C5130101010101,True,18F79E07F97EFC95F044,2,1728,True,628C5B,이　건물까지　전진시켜라！,628C7C,……웃소　군！！,quarantine,unresolved
P4_direct_ext3_text_drift,628CFB,scenario_628CF1,unverified,review_translation_and_runtime_by_bundle,君はネオ・ジオンの者だろう？,자네 군복의 마크는 네오 지온 소속의 조종병 아닌가？,こ자넨　네오　지온　사람이지？,자넨　네오　지온　사람이지？,,18E518C5140101010101010101,True,186108F1002AF7AB059FF5AE1D,1,,,628CF1,……대체　어떻게　된　거지？,628D09,왜　우리를　돕는　거지？,quarantine,unresolved
P4_direct_ext3_text_drift,628D4F,scenario_628D41,unverified,review_translation_and_runtime_by_bundle,だが、ハマ－ン様のお命じになったことだ,"하지만, 하만 님께서 직접 결재안에 날인하신 특급 기밀 밀명이다.",こ하지만　하만　님의　명령이니、,하지만　하만　님의　명령이니、,,18E5183037010101010101010101010101,True,18F53807FA298BF444E0084CFB9518130D,1,,,628D41,그건　나도　모른다。,628D61,분명　깊은　이유가　있겠지。,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,628D71,scenario_628D41,unverified,confirm_current_text_then_rehome,さあ、行くぞ……ついて来るのだ！,"자, 주절주절 질문할 여유 없다…… 날 따라 엄호 구역으로 뛰어라！",こ자、　가자……　따라와라！,자、　가자……　따라와라！,,18E518303901010101010101010101,True,18F32B076BF0EAF191F6979BF70903,2,1728,True,628D61,분명　깊은　이유가　있겠지。,628D87,앗！　기、　기다리게……,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,628DBB,scenario_628D9C,unverified,confirm_current_text_then_rehome,……さあ、ディアナ様、こちらへ。,"……자 폐하, 제 어깨를 잡으시고 엄호 격실 이송 경로로 뛰어 내리십시오.",こ……자、　디아나　님、　이쪽으로。,……자、　디아나　님、　이쪽으로。,,18E518C5170101010101010101,True,18F191F32B07F8E78B07FB0E0A,2,0845,True,628DAD,지금은　여기서　빠져나가는　게　먼저다。,628DCD,……브라이트　함장。,quarantine,unresolved
P2_direct_ext3_exact_text,628E31,scenario_628E26,unverified,second_batch_representative_runtime_test,……って、ええっ！？,"……어라, 으에엣！？",こ……어라、　으에엣！？,……어라、　으에엣！？,True,18E518C51A0101010101,True,18F191F15607F749F040,2,,,628E26,브라이트　함장！！,628E3D,こ대체　뭐야、　너는！？,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,628E3D,scenario_628E26,unverified,confirm_current_text_then_rehome,なんなんだよ、オマエは！？,네놈은 침투 요격 때 보았던 그 프로스트 형제의 사냥개 자식 아니냐！？,こ대체　뭐야、　너는！？,대체　뭐야、　너는！？,,18E518303D01010101,True,18FD7B07F68F08F040,2,1728,True,628E31,こ……어라、　으에엣！？,628E4D,함장을　구해　준　은인에게,quarantine,unresolved
P4_direct_ext3_text_drift,628EDF,scenario_628ED1,unverified,review_translation_and_runtime_by_bundle,現在、ギンガナム艦隊の,"현재, 깅가남 반역 함대 직속의",こ현재　깅가남　함대의,현재　깅가남　함대의,,18E5183B9D01010101,True,18F32007FCD5F50105,1,,,628ED1,아、　네！！,628EE9,모빌슈트　부대와　교전　중입니다！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,628F19,scenario_628EFA,unverified,confirm_current_text_then_rehome,……これより反撃に移る！,……지금 이 순간부로 깅가남 반역군에 전면 역공을 단행한다！,こ……이제　반격한다！,……이제　반격한다！,,18E518304A01010101010101,True,18F191FAE0F54C0CE0FE0F03,2,084B,True,628F07,나를　포함해　인질은　무사히　구출됐다！,628F2A,……알겠습니다！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,629117,scenario_62910C,unverified,confirm_current_text_then_rehome,タ、タ－ンＸの月光蝶が……！！,"턴, 턴 엑스의 파괴 월광접 나노머신 소용돌이가 역으로 분해 교란당하고 있어……！！",こ터、　턴Ｘ의　월광접이……！！,터、　턴Ｘ의　월광접이……！！,,18E5184AB5010101010101010101,True,183007F85CE04E05F67C17F60C03,2,1728,True,62910C,……뭐라고！？,629131,해냈군、　웃소　군！！,quarantine,unresolved
P4_direct_ext3_text_drift,6291D5,scenario_6291C3,unverified,review_translation_and_runtime_by_bundle,ー年戦争でギレンが使ったソ－ラ－・レイだ,과거 1년 전쟁 당시 독재자 기렌 자비가 인류 도살용으로 쏘았던 솔라 레이 시스템의 재림일세.,こ１년전쟁에서　기렌이　쓴　솔라　레이다,１년전쟁에서　기렌이　쓴　솔라　레이다,,18E518C51C010101010101010101010101,True,18FA9116F6D717E001F150FBA02AF1380D,2,,,6291CB,콜로니　레이저인가！！,6291E8,こ티탄즈나　네오　지온이,quarantine,unresolved
P4_direct_ext3_text_drift,6291E8,scenario_6291C3,unverified,review_translation_and_runtime_by_bundle,ティタ－ンズかネオ・ジオンが,티탄즈 놈들이나 네오 지온의 극단 분자들이,こ티탄즈나　네오　지온이,티탄즈나　네오　지온이,,18E518C51D0101010101,True,18FDC40EF1002AF7AB17,1,,,6291D5,こ１년전쟁에서　기렌이　쓴　솔라　레이다,6291F3,그와　같은　병기를　썼음이　틀림없다。,quarantine,unresolved
P4_direct_ext3_text_drift,62923D,scenario_629230,unverified,review_translation_and_runtime_by_bundle,また会えたとは……,이 피비린내 격전지 공역에서 다시 조우하게 될 줄이야……,こ또　만날　줄이야……,또　만날　줄이야……,,18E518C0A6010101,True,18F194C1F8CEF191,1,,,629230,오랜만이군、　샤아。,629246,이　인연、　이상하지　않겠어。,quarantine,unresolved
P4_direct_ext3_text_drift,6292E1,scenario_6292CD,unverified,review_translation_and_runtime_by_bundle,これに対抗するため、,"그 엄청난 레이저 섬광 파괴력을 요격해 억제하기 위해,",こ이에　맞서기　위해、,이에　맞서기　위해、,,18E5180B36010101,True,18F62EF1A2FB9B07,1,,,6292D4,콜로니　레이저를　완성했다。,6292EA,우리는　네오　지온과　손을　잡는다。,quarantine,unresolved
P4_direct_ext3_text_drift,629327,scenario_62931A,unverified,review_translation_and_runtime_by_bundle,また会えたとは……,이 피비린내 격전지 공역에서 다시 조우하게 될 줄이야……,こ또　만날　줄이야……,또　만날　줄이야……,,18E518C0A6010101,True,18F194C1F8CEF191,1,,,62931A,오랜만이군、　샤아。,629330,이　인연、　이상하지　않겠어。,quarantine,unresolved
P4_direct_ext3_text_drift,6293A0,scenario_62938C,unverified,review_translation_and_runtime_by_bundle,これに対抗するため、,"그 엄청난 레이저 섬광 파괴력을 요격해 억제하기 위해,",こ이에　맞서기　위해、,이에　맞서기　위해、,,18E5180B36010101,True,18F62EF1A2FB9B07,1,,,629393,콜로니　레이저를　완성했다。,6293A9,우리는　네오　지온과　손을　잡는다。,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,629414,scenario_6293FB,unverified,confirm_current_text_then_rehome,私はそれだけの権限を与えられている。,나 웡 리는 그 정도 정치 거래안에 날인해 조율할 전권 위임 권한을 쥐고 있으니까.,こ내겐　그만한　권한이　있다。,내겐　그만한　권한이　있다。,,18E518306601010101010101010101010101,True,184108FBEBE22BE11B15E1202BF792F2900A,2,0857,True,629409,그　사실을　철저히　주지시키겠다。,62942B,……그렇군。,quarantine,unresolved
P4_direct_ext3_text_drift,629467,scenario_62945D,unverified,review_translation_and_runtime_by_bundle,シャアからそのようなことを,내 옛 정인인 샤아 네 입술을 통해 그런 다급한 전술 원조를,こ샤아에게　그런　부탁을,샤아에게　그런　부탁을,,18E5182B7C0101010101,True,18F7F1F124FC4D181315,1,,,62945D,……후후。,629472,기쁘군。,quarantine,unresolved
P4_direct_ext3_text_drift,62947F,scenario_62945D,unverified,review_translation_and_runtime_by_bundle,だが、困ったものだな。,"그렇지만, 참으로 안타깝고 볼품없구나.",こ하지만　곤란하군。,하지만　곤란하군。,,18E518306A01010101,True,18F53807E168FD710A,1,,,629472,기쁘군。,629489,너는　부탁하는　법을　모르는　모양이군。,quarantine,unresolved
P4_direct_ext3_text_drift,6294DD,scenario_6294D3,unverified,review_translation_and_runtime_by_bundle,約束は守る。,웡 리가 수락한 자비 가문 복권 서명 약속은 내가 목숨 걸고 보증해 이행하마.,こ약속은　지킨다。,약속은　지킨다。,,18E518306E010101,True,18F45308E03B0F0A,1,,,6294D3,……후후。,6294E6,우리　힘을　그　눈에　새겨　두거라。,quarantine,unresolved
P4_direct_ext3_text_drift,629570,scenario_629563,unverified,review_translation_and_runtime_by_bundle,ハマ－ンなんかと手を組んで,하만 칸 저 잔악한 마녀년과 손잡고 작전하다가,こ하만　같은　자와　손잡았다가,하만　같은　자와　손잡았다가,,18E5183076010101010101,True,18FA29F99F7215E0B6F222,1,,,629563,저는　반대입니다。,62957C,뒤에서　총　맞는　건　사양하겠어요！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,6295D3,scenario_6295C7,unverified,confirm_current_text_then_rehome,作戦が始まるまで、自室で謹慎していろ！！,"공습 개시 전까지 함 내 전술 행동을 멈추고, 네 개인 침실 격실에서 조용히 자숙하며 자중해라！！",こ작전　시작까지　방에서　근신해라！！,작전　시작까지　방에서　근신해라！！,,18E518307A0101010101010101010101010101010101010101,True,18F1E317E02DF1A6F19D07B6E38916E4C1E295F4130442F044,2,1728,True,6295C7,그만해、　카츠！！,6295F8,에우고는　옛　군대　그대로네요。,quarantine,unresolved
P4_direct_ext3_text_drift,629635,scenario_629625,unverified,review_translation_and_runtime_by_bundle,まさか、アナタもこの作戦に,"혹시, 자네마저 이번 네오 지온 공동 제휴 작전안에",こ설마、　당신도　이　작전에,설마、　당신도　이　작전에,,18E518307D010101010101,True,18F84507F809F8AEF1E30C,1,,,629625,……아아、　베라　로나。,629641,반대하고　있습니까？,quarantine,unresolved
P4_direct_ext3_text_drift,62965A,scenario_629650,unverified,review_translation_and_runtime_by_bundle,コロニ－・レ－ザ－を攻略するには,저 요새 포탑 콜로니 레이저를 공략 분쇄하기 위해선,こ콜로니　레이저를　공략하려면,콜로니　레이저를　공략하려면,,18E518307F010101010101,True,18FA7D2AF91515F0B5FB2E,1,,,629650,……아니요。,629666,우리　전력만으로는　부족하니까요。,quarantine,unresolved
P4_direct_ext3_text_drift,629676,scenario_629650,unverified,review_translation_and_runtime_by_bundle,……それに、あのハマ－ンという人は,"……게다가, 저 하만 칸이라는 네오 지온의 총수는",こ……그리고　그　하만이란　사람은,……그리고　그　하만이란　사람은,,18E5183080010101010101010101,True,18F191F5AC07F3DAFA29F6645008,1,,,629666,우리　전력만으로는　부족하니까요。,629685,믿어도　될　것　같습니다。,quarantine,unresolved
P4_direct_ext3_text_drift,6296B7,scenario_6296AD,unverified,review_translation_and_runtime_by_bundle,ただ……,단지……,こ단지……　작전　내내　긴장의　끈을　늦춰,단지……　작전　내내　긴장의　끈을　늦춰,,18E51839E3,True,18F371F191,1,,,6296AD,……네。,6296BD,방심할　수는　없다고　생각합니다。,quarantine,unresolved
P4_direct_ext3_text_drift,6296CB,scenario_6296AD,unverified,review_translation_and_runtime_by_bundle,あの人自身はともかくとして、,"하만 개인의 신용도와 무관하게, 그녀는",こ그　사람　자신과는　별개로、,그　사람　자신과는　별개로、,,18E5183084010101010101,True,18F3DA50F489FC06F80C07,1,,,6296BD,방심할　수는　없다고　생각합니다。,6296D7,네오　지온을　이끄는　입장이니까요。,quarantine,unresolved
P4_direct_ext3_text_drift,629782,scenario_62975F,unverified,review_translation_and_runtime_by_bundle,それと、新型のモビルス－ツも,"그리고, 함께 탑재하여 수송해 온 신형 특수 모빌슈트 역시",こ그리고　신형　ＭＳ도,그리고　신형　ＭＳ도,,18E5183B9E0101010101,True,18F5AB07F3A905FD7920,1,,,62976C,얼마　전　완성한　최신예함이지。,62978D,준비해　두었다。,quarantine,unresolved
P4_direct_ext3_text_drift,629794,scenario_62975F,unverified,review_translation_and_runtime_by_bundle,ダブルゼ－タガンダムと言って,"더블 제타 건담이라고 칭해지며,",こ더블　제타　건담이라고、,더블　제타　건담이라고、,,18E5182B7D01010101,True,18FD5AF90D137AF156,1,,,62978D,준비해　두었다。,62979E,제타의　후계기로　개발된　신형이다。,quarantine,unresolved
P4_direct_ext3_text_drift,6297CB,scenario_6297C3,unverified,review_translation_and_runtime_by_bundle,君らにはティタ－ンズのシロッコとアクシズ,귀관들이 이 건담에 탑승해 티탄즈의 교활한 시로코와 액시즈,こ너희는　티탄즈의　시로코와,너희는　티탄즈의　시로코와,,18E518308C01010101010101,True,1861F635FDC405F9F313FB74,1,,,6297C3,그래。,6297D8,하만을　쓰러뜨려야　한다。,quarantine,unresolved
P4_direct_ext3_text_drift,6297EA,scenario_6297C3,unverified,review_translation_and_runtime_by_bundle,そのための新戦艦であり、,"그 소탕 임무를 원호하기 위한 최신형 기함이며,",こ그걸　위한　신형　전함과,그걸　위한　신형　전함과,,18E5184B9A0101010101,True,18FCF1E021F2C4F79B07,1,,,6297D8,하만을　쓰러뜨려야　한다。,6297F5,신형　모빌슈트다。,quarantine,unresolved
P4_direct_ext3_text_drift,6297FE,scenario_6297C3,unverified,review_translation_and_runtime_by_bundle,諸君らには期待しているぞ。,우주 본부 장성단은 귀관 대원들에게 엄청난 기대를 품고 있네.,こ제군을　기대하고　있다。,제군을　기대하고　있다。,,18E51830900101010101,True,18F152F635F305FCCB0A,1,,,6297F5,신형　모빌슈트다。,629809,부디　우리에게　승리를　가져다주게。,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,629829,scenario_629820,unverified,confirm_current_text_then_rehome,ご期待にそえるよう努力します。,본부 장성단 기대에 실망시키지 않도록 임무 완수에 목숨을 걸겠습니다.,こ기대에　부응하도록　노력하겠습니다。,기대에　부응하도록　노력하겠습니다。,,18E51830920101010101010101010101,True,18D3F3050C22F0BBF49EE50D57F6700A,2,1728,True,629820,네……,629843,……브라이트　중령。,quarantine,unresolved
P4_direct_ext3_text_drift,629881,scenario_629879,unverified,review_translation_and_runtime_by_bundle,ティタ－ンズのコロニ－・レ－ザ－は,인류를 향해 총구를 겨누는 티탄즈의 콜로니 레이저 포대 작동은,こ티탄즈의　콜로니　레이저는,티탄즈의　콜로니　레이저는,,18E51830950101010101,True,18FDC405FA7D2AF91508,1,,,629879,네。,62988C,막아야　합니다。,quarantine,unresolved
P4_direct_ext3_text_drift,6298B5,scenario_629896,unverified,review_translation_and_runtime_by_bundle,この戦乱には我らム－ンレィスも,이 피비린내 나는 우주 전란에는 우리 문레이스 왕가 역시,こ이　전란에는　우리　문레이스도,이　전란에는　우리　문레이스도,,18E5182B7E01010101010101,True,18F362F360F4676A1CFDB320,1,,,6298A6,당신들과　동행시키지요。,6298C2,관여하고　있습니다。,quarantine,unresolved
P4_direct_ext3_text_drift,6298C9,scenario_629896,unverified,review_translation_and_runtime_by_bundle,女王として手をこまねいて,일국의 영광스러운 여왕으로서 무고한 피가 흐르는 걸 팔짱 끼고,こ여왕으로서　손놓고,여왕으로서　손놓고,,18E518309A01010101010101,True,18F486F80C721518214DF275,1,,,6298C2,관여하고　있습니다。,6298D6,지켜볼　수는　없습니다。,quarantine,unresolved
P4_direct_ext3_text_drift,629929,scenario_629917,unverified,review_translation_and_runtime_by_bundle,女王の申し出、,"여왕 폐하의 숭고한 결단에 따른 원군 파견안을,",こ여왕의　제안、,여왕의　제안、,,18E51830A001010101,True,18F48605E0EF126F07,1,,,629917,……바라던　바입니다。,629933,감사히　받아들이겠습니다。,quarantine,unresolved
P4_direct_ext3_text_drift,6299F3,scenario_6299E0,unverified,review_translation_and_runtime_by_bundle,初めは私に期待を抱かせ、,"매번 초창기 회담 조우에선 내 가슴에 일말의 기대를 품게 하고,",こ처음엔　내게　기대를　주고、,처음엔　내게　기대를　주고、,,18E51830A801010101010101010101,True,18E139F406410CF30515E233F13C07,1,,,6299E0,변하지　않았군、　너는……,629A03,마지막에　나를　배신하다니……！,quarantine,unresolved
P4_direct_ext3_text_drift,629A2B,scenario_629A15,unverified,review_translation_and_runtime_by_bundle,私も自分の卑怯さは,나 자신 역시 내가 지닌 우유부단함 및 비겁한 생리만큼은,こ나도　내　비겁함은,나도　내　비겁함은,,18E51830A90101010101,True,184120F48A05F5672508,1,,,629A15,……무슨　말을　해도　상관없어。,629A36,자각하고　있다고　생각해。,quarantine,unresolved
P4_direct_ext3_text_drift,629AF1,scenario_629AE0,unverified,review_translation_and_runtime_by_bundle,そもそもこのあたりにモビルス－ツの,애초에 이런 척박한 폐광 동굴 공역에 모빌슈트 전용……,こ애초에　이　근처엔　ＭＳ,애초에　이　근처엔　ＭＳ,,18E5180BFF01010101010101,True,18FAD5F3621F11F22AFD7905,1,,,629AE0,게다가　내가　모르는　기체다。,629AFE,격납고가　없어야　하는데……,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,629B69,scenario_629B4C,unverified,high_priority_batch_after_anchor_pass,そうしてくれると助かる。,그렇게　해주면　도움이　된다.,こ그렇게　해주면　도움이　된다。,그렇게　해주면　도움이　된다。,True,18E518A001010101010101,True,18F426FCE613E000F1230A,2,1728,True,629B5C,평범한　기체는　아닐　거야……,629B7E,스트라이크　건담？,quarantine,unresolved
P4_direct_ext3_text_drift,629BF2,scenario_629BDF,unverified,review_translation_and_runtime_by_bundle,技術者に調ベさせたが、月光蝶のように,엔지니어가　조베　했지만　달빛　나비처럼,こ기술진이　조사했지만、　월광접처럼,기술진이　조사했지만、　월광접처럼,,18E5181B970101010101010101,True,18F7F70CE0C0FC2C07F67CFA17,1,,,629BE6,저　기체에는　월광접이　없어。,629C00,위험한　장비는　없는　듯하다。,quarantine,unresolved
P2_direct_ext3_exact_text,629C2F,scenario_629C1B,unverified,second_batch_representative_runtime_test,おそらく、これからの戦いは,아마　앞으로의　싸움은,こ아마　앞으로의　싸움은,아마　앞으로의　싸움은,True,18E518A00301010101,True,18FAA707FC1939F27F,1,,,629C24,당신들이　사용하세요。,629C39,더　엄격해질　테니까……,quarantine,unresolved
P4_direct_ext3_text_drift,629C50,scenario_629C46,unverified,review_translation_and_runtime_by_bundle,この先ティタ－ンズやネオ・ジオンと,앞으로　티탄과　네오　지온,こ앞으로　티탄과　네오　지온　대항하기에는,앞으로　티탄과　네오　지온　대항하기에는,,18E51826F6010101010101010101,True,18F362E01AFDC43AF1002AF7AB13,1,,,629C46,……그렇군요。,629C5F,맞서려면　전력은　많을수록　좋습니다。,quarantine,unresolved
P5_non_direct_native_or_other,629C72,scenario_629C46,unverified,do_not_autofix_static_false_positive_possible,ありがたくいただいておきます。,고맙습니다.,こ감사히　받아두겠습니다。,감사히　받아두겠습니다。,,18F93601,,18FEF20A,2,1728,True,629C5F,맞서려면　전력은　많을수록　좋습니다。,629C81,전　함、　배치　완료했습니다！,quarantine,unresolved
P4_direct_ext3_text_drift,629CB4,scenario_629CA9,unverified,review_translation_and_runtime_by_bundle,これよりコロニ－・レ－ザ－攻略作戦を,이것보다　콜로니　-　·　레　-　더　-　공략　작전,こ지금부터　콜로니・레이저　공략작전을,지금부터　콜로니・레이저　공략작전을,,18E518E4BD0101010101010101,True,18FAE0FA7D2AF915F0B5F1E315,1,,,629CA9,……좋아！！,629CC2,개시한다！！,quarantine,unresolved
P2_direct_ext3_exact_text,629CCA,scenario_629CA9,unverified,second_batch_representative_runtime_test,各部隊はネオ・ジオンと協力しつつ,각　부대는　네오　지온과　협력하면서,こ각　부대는　네오　지온과　협력하면서,각　부대는　네오　지온과　협력하면서,True,18E518C53E01010101010101010101,True,18F58F08F1002AF7AB13F459124040,1,,,629CC2,개시한다！！,629CDA,콜로니　레이저로　향하라！！,quarantine,unresolved
P2_direct_ext3_exact_text,629D03,scenario_629CEC,unverified,second_batch_representative_runtime_test,敵が狙いを定める前に,적이　목표를　정하기　전에,こ적이　목표를　정하기　전에,적이　목표를　정하기　전에,True,18E518A0070101010101010101,True,187F17E129F293E076F419960C,1,,,629CEC,이　작전은　신속한　기동이　관건이다！！,629D11,콜로니・레이저를　파괴하는　거다！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,629D44,scenario_629D24,unverified,confirm_current_text_then_rehome,各員、たのんだぞ！,"각원,　접어라！",こ각자、　부탁한다！,각자、　부탁한다！,,18E5182CF00101,True,18F14907FCBF03,2,1728,True,629D33,봉쇄할　수　있느냐에　달렸다！！,629D55,여기는　디아나　소렐。,quarantine,unresolved
P4_direct_ext3_text_drift,629D7E,scenario_629D75,unverified,review_translation_and_runtime_by_bundle,エゥ－ゴと手を組んでまで,에고와　손을　잡고까지,こ에우고와　손을　잡으면서까지,에우고와　손을　잡으면서까지,,18E5183D0E01010101010101,True,18F8E3137215E0B6F222F19D,1,,,629D75,후후후……,629D8B,일부러　공격하러　오다니……,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,629D9B,scenario_629D75,unverified,confirm_current_text_then_rehome,……っているな、ハマ－ンめ。,"……하고　있구나,　하만메.",こ……하고　있구나、　하만　녀석。,……하고　있구나、　하만　녀석。,,18E5181D490101010101010101,True,18F191E292F9200607FA29470A,2,1728,True,629D8B,일부러　공격하러　오다니……,629DAF,콜로니　레이저　발사　준비、,quarantine,unresolved
P4_direct_ext3_text_drift,629DE4,scenario_629DCB,unverified,review_translation_and_runtime_by_bundle,要さえ消えてしまば,가장 핵심적인 적 기함만 격침해 없새버린다면,こ핵심만　사라지면,핵심만　사라지면,,18E51830B3010101010101,True,1881F332E05CF11E122149,1,,,629DD4,조준을　에우고　기함에　맞춰라！！,629DF0,나머지는　오합지졸에　불과하다！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,629E05,scenario_629DCB,unverified,confirm_current_text_then_rehome,通常戦力でじゅうぶん駆逐できる！,아군의 통상 화력 스펙만으로도 충분히 격멸 구축할 수 있어！,こ통상전력으로도　충분히　쓸어버린다！,통상전력으로도　충분히　쓸어버린다！,,18E5183A8A01010101010101010101010101,True,18AEE19BF387164CE1EC14B519F1A4F64F03,2,1728,True,629DF0,나머지는　오합지졸에　불과하다！！,629E1E,……헉！！,quarantine,unresolved
P4_direct_ext3_text_drift,629E49,scenario_629E33,unverified,review_translation_and_runtime_by_bundle,この２つの勢力が消えれば,이 두 거대 방해 세력만 우주 공역에서 소멸한다면,こ이　두　세력이　사라지면,이　두　세력이　사라지면,,18E51830B501010101010101010101,True,18F362E026F118F13E17E05C2BF03E,1,,,629E3B,그리고　하만의　네오　지온。,629E59,그레미　토토　따위　두렵지　않다。,quarantine,unresolved
P4_direct_ext3_text_drift,629E6C,scenario_629E33,unverified,review_translation_and_runtime_by_bundle,……最後に勝つのは私だ。,……전쟁의 최종 승리 왕관을 쓰는 승리자는 바로 나 시로코다.,こ……마지막에　이기는　건　나다。,……마지막에　이기는　건　나다。,,18E5183D0F0101010101010101,True,18F191F4090CE003F804410D0A,1,,,629E59,그레미　토토　따위　두렵지　않다。,629E7A,후후후후……,quarantine,unresolved
