address,bundle_id,priority,strategy,text,body_capacity,source_prefix_hex,current_ext3_token,native_tokens,native_token_count,native_body_hex,nul_run,next_control
61AD66,scenario_61AD5B,P4_direct_ext3_text_drift,portal16,ＭＳ대는　출격에　대비하라！！,12,18,E5184B4E,,0,,1,
61AD7F,scenario_61AD5B,P4_direct_ext3_text_drift,portal16,좋아！　보급이　끝날　때까지,11,18,E518C3B1,,0,,1,
61AD98,scenario_61AD5B,P4_direct_ext3_text_drift,portal16,작업이　끝날　때까지　적을,12,18,E51874E3,,0,,1,
61AEEF,scenario_61AEDD,P4_direct_ext3_text_drift,portal16,불만이　있으면,7,18,E5180D30,,0,,1,
61AF52,scenario_61AF36,P4_direct_ext3_text_drift,portal16,넌　그　강화인간이란　녀석과,11,18,E5182B2E,,0,,1,
61B03B,scenario_61B02F,P4_direct_ext3_text_drift,portal16,뭐라고　할까　……　그　……　……,14,18,E518C3B4,,0,,1,
61B0E6,scenario_61B0D5,P1_direct_ext3_exact_text_control_adjacent,portal16,당신의　이름…　…　기억해　둘게！！,16,18,E518C3B9,,0,,2,1728
61B122,scenario_61B117,P4_direct_ext3_text_drift,portal16,당신은　에우고、　내　적이야。,13,18,E5180C68,,0,,2,
61B132,scenario_61B117,P2_direct_ext3_exact_text,portal16,팝티머스　님을　위해서라도、,7,18,E51874E7,,0,,1,
61B19A,scenario_61B18C,P2_direct_ext3_exact_text,portal16,어렵게　카테지나　루스　씨를　만나러,12,18,E51811D7,,0,,1,
61B1B9,scenario_61B18C,P2_direct_ext3_exact_text,portal16,티탄즈와　에우고의,6,18,E51811D9,,0,,1,
61B1EB,scenario_61B1E0,P2_direct_ext3_exact_text,portal16,그렇지、　카테지나　루스　씨！！,12,18,E51811DB,,0,,2,
61B1FA,scenario_61B1E0,P2_direct_ext3_exact_text,portal16,카테지나　루스　씨도　홍콩　어딘가에서,14,18,E51811DC,,0,,1,
61B21C,scenario_61B1E0,P1_direct_ext3_exact_text_control_adjacent,portal16,구、　구하러　가야　해……！！,15,18,E51811DE,,0,,2,1728
61B30A,scenario_61B2F9,P4_direct_ext3_text_drift,portal16,티탄즈와　에우고가　교전하고　있어요　…,14,18,E5181A1D,,0,,1,
61B32B,scenario_61B2F9,P1_direct_ext3_exact_text_control_adjacent,portal16,자、　카테지나　씨、　이쪽이에요！！,12,18,E518C3BB,,0,,2,081C
61B383,scenario_61B36E,P1_direct_ext3_exact_text_control_adjacent,portal16,티탄즈　녀석들을　요격한다！！,11,18,E51811F0,,0,,2,1728
61B3F7,scenario_61B3DD,P2_direct_ext3_exact_text,portal16,팝티머스　시로코라는　분으로부터,11,18,E51874E9,,0,,1,
61B412,scenario_61B3DD,P3_direct_ext3_control_adjacent_text_drift,portal16,……이걸　써。,8,18,E5181CC6,,0,,2,1728
61B44D,scenario_61B439,P4_direct_ext3_text_drift,portal16,마우아……　파라오　중위라고　했지。,11,18,E51811F8,,0,,1,
61B57A,scenario_61B563,P3_direct_ext3_control_adjacent_text_drift,portal16,좀　더、상냥하고……,9,18,E5182CB2,,0,,2,082B
61B59B,scenario_61B589,P4_direct_ext3_text_drift,portal16,적　파일럿에게　감정이입하지　마！,10,18,E5180BAF,,0,,1,
61B5CA,scenario_61B5BE,P4_direct_ext3_text_drift,portal16,포우는　저　흉악한　소체　탓에　머리가,10,18,E518120C,,0,,1,
61B5E8,scenario_61B5BE,P4_direct_ext3_text_drift,portal16,제정신만　차릴　수　있다면、　다시　예전,11,18,E5182740,,0,,1,
61B75C,scenario_61B749,P2_direct_ext3_exact_text,portal16,『손톱　깨무는　버릇　좀,10,18,E518121E,,0,,1,
61B78E,scenario_61B780,P2_direct_ext3_exact_text,portal16,왜냐면、　카미유라는　이름은,8,18,E5181221,,0,,1,
61B7A3,scenario_61B780,P3_direct_ext3_control_adjacent_text_drift,portal16,계속　정말　싫었어……,13,18,E5180C69,,0,,2,1728
61BA4F,scenario_61BA42,P3_direct_ext3_control_adjacent_text_drift,portal16,자네　기체다……　받아주게。,14,18,E518123B,,0,,2,1728
61BB86,scenario_61BB70,P4_direct_ext3_text_drift,portal16,하지만　이렇게　빨리,8,18,E5181B45,,0,,1,
61BBB7,scenario_61BBA1,P1_direct_ext3_exact_text_control_adjacent,portal16,수고해　주게나、　아무로。,8,18,E518C3C6,,0,,2,1728
61BC04,scenario_61BBF1,P4_direct_ext3_text_drift,portal16,더　싸우는　건　위험하군。,13,18,E5181246,,0,,1,
61BD57,scenario_61BD4A,P3_direct_ext3_control_adjacent_text_drift,portal16,이、　이　느낌은……　으윽！！,15,18,E5181251,,0,,2,1728
61BD9E,scenario_61BD84,P1_direct_ext3_exact_text_control_adjacent,portal16,……윽！！,6,18,E518E491,,0,,2,1728
61BE08,scenario_61BDFF,P4_direct_ext3_text_drift,portal16,시스템의　영향을　벗어나는,13,18,E5184B50,,0,,1,
61BE9B,scenario_61BE80,P3_direct_ext3_control_adjacent_text_drift,portal16,정말、　성급한　사람이네。,10,18,E5180C6A,,0,,2,0802
61BED2,scenario_61BEC0,P4_direct_ext3_text_drift,portal16,내가　직접　끝내주길,13,18,E5183B55,,0,,1,
61BEEF,scenario_61BEC0,P4_direct_ext3_text_drift,portal16,일부러　남아준　건,9,18,E5180BB1,,0,,1,
61BF63,scenario_61BF59,P4_direct_ext3_text_drift,portal16,이　『시스템　세이레네』는　전사들의,8,18,E5181A53,,0,,1,
61BF7A,scenario_61BF59,P4_direct_ext3_text_drift,portal16,간신히　기체가　전투　불능　사태에　빠지,6,18,E51846DD,,0,,1,
61BF8B,scenario_61BF59,P4_direct_ext3_text_drift,portal16,……그것만으로도　벅차。,7,18,E51874EC,,0,,1,
61BFF4,scenario_61BFE3,P4_direct_ext3_text_drift,portal16,시스템　영향권에서　움직이는,9,18,E5183B56,,0,,1,
61C03C,scenario_61C030,P3_direct_ext3_control_adjacent_text_drift,portal16,모빌슈트가？……　아앗！！,9,18,E5183C0D,,0,,2,1728
61C073,scenario_61C068,P4_direct_ext3_text_drift,portal16,의식까지　정상으로　유지하고　있어、,17,18,E5181275,,0,,1,
61C099,scenario_61C068,P3_direct_ext3_control_adjacent_text_drift,portal16,아니면　그냥　정신력이　강한가……,16,18,E5181277,,0,,2,1728
61C0FF,scenario_61C0E6,P4_direct_ext3_text_drift,portal16,원래라면　뉴타입　능력이　높은　자부터,15,18,E518127C,,0,,1,
61C121,scenario_61C0E6,P4_direct_ext3_text_drift,portal16,……아직　움직일　수　있다니。,9,18,E518127E,,0,,1,
61C20F,scenario_61C205,P4_direct_ext3_text_drift,portal16,샘플은　하나면　충분하니까。,15,18,E5182BEE,,0,,2,
61C221,scenario_61C205,P3_direct_ext3_control_adjacent_text_drift,portal16,……자、그녀를。,9,18,E5180D37,,0,,2,1728
61C27E,scenario_61C274,P4_direct_ext3_text_drift,portal16,시스템　세이레네라는　게,7,18,E5181B47,,0,,1,
61C32E,scenario_61C324,P4_direct_ext3_text_drift,portal16,그　시스템이라는　건,6,18,E5182B32,,0,,1,
61C349,scenario_61C324,P3_direct_ext3_control_adjacent_text_drift,portal16,놈이　사라지자　머리가　가벼워졌어。,19,18,E5181295,,0,,2,1728
61C371,scenario_61C367,P1_direct_ext3_exact_text_control_adjacent,portal16,지금　즉시、　기지로　귀환하겠다。,8,18,E5181296,,0,,2,1728
61C38D,scenario_61C384,P3_direct_ext3_control_adjacent_text_drift,portal16,……뭐였지、　그　모빌슈트？,12,18,E5181297,,0,,2,1728
61C3BF,scenario_61C3B4,P4_direct_ext3_text_drift,portal16,네가　믿던　시스템은,16,18,E5181B48,,0,,1,
61C3DB,scenario_61C3B4,P3_direct_ext3_control_adjacent_text_drift,portal16,……자、　어떻게　할래？,8,18,E5180C6B,,0,,2,0807
61C3F3,scenario_61C3E9,P4_direct_ext3_text_drift,portal16,그런　게　없어도、,11,18,E5180BB3,,0,,1,
61C50F,scenario_61C4FD,P4_direct_ext3_text_drift,portal16,그래！……카테지나　씨！！,10,18,E5182CB8,,0,,1,
61C56E,scenario_61C55A,P4_direct_ext3_text_drift,portal16,기체　외관이　파손되어　구동　불능에,11,18,E51812A9,,0,,1,
61C62B,scenario_61C620,P2_direct_ext3_exact_text,portal16,그러고　보니、　네놈……,7,18,E518C07F,,0,,2,
61C635,scenario_61C620,P4_direct_ext3_text_drift,portal16,방금　전투……　예전처럼,11,18,E5183B59,,0,,1,
61C6AD,scenario_61C696,P4_direct_ext3_text_drift,portal16,그렇다면、네놈을　두려워할　이유　없다！,15,18,E5181CCD,,0,,1,
61C716,scenario_61C70D,P2_direct_ext3_exact_text,portal16,시스템　세이레네와,6,18,E51812B6,,0,,1,
61C76B,scenario_61C748,P4_direct_ext3_text_drift,portal16,지크프리트란　영웅이,12,18,E51812BB,,0,,1,
61C800,scenario_61C7F2,P4_direct_ext3_text_drift,portal16,신화에선　용을　죽이고　피를　뒤집어써,22,18,E5183B5B,,0,,1,
61C822,scenario_61C7F2,P4_direct_ext3_text_drift,portal16,그렇다면、　그　사람의　힘은,11,18,E51812C2,,0,,1,
61C8F9,scenario_61C8EB,P4_direct_ext3_text_drift,portal16,전　웃소　에빈입니다……,10,18,E5182B37,,0,,1,
61C97E,scenario_61C970,P4_direct_ext3_text_drift,portal16,나도　익히는　데,10,18,E51812D4,,0,,1,
61C9DC,scenario_61C9C4,P3_direct_ext3_control_adjacent_text_drift,portal16,지금　티탄즈와　싸우는　중이야！,10,18,E51812D9,,0,,2,0814
61C9F5,scenario_61C9EC,P4_direct_ext3_text_drift,portal16,그　티탄즈의　젊은　남자에게,13,18,E51812DA,,0,,1,
61CA14,scenario_61C9EC,P3_direct_ext3_control_adjacent_text_drift,portal16,그러니　되찾아야……！,11,18,E51812DC,,0,,2,0809
61CACE,scenario_61CAC3,P1_direct_ext3_exact_text_control_adjacent,portal16,으으음……,6,18,E518C08A,,0,,2,1728
61CAED,scenario_61CAE1,P4_direct_ext3_text_drift,portal16,단、　웃소　군。,7,18,E51812E4,,0,,1,
61CB08,scenario_61CAE1,P4_direct_ext3_text_drift,portal16,혼자　돌진하지　말고、,14,18,E5181B4D,,0,,1,
61CBAF,scenario_61CB96,P4_direct_ext3_text_drift,portal16,몇　명은　두통을　호소하지만、,14,18,E51812EA,,0,,1,
61CBF8,scenario_61CBE5,P4_direct_ext3_text_drift,portal16,정말、　티탄즈도,6,18,E5181B4E,,0,,1,
61CC5B,scenario_61CC42,P4_direct_ext3_text_drift,portal16,그땐　불쾌감만　느꼈고,17,18,E51812F2,,0,,1,
61CC90,scenario_61CC85,P2_direct_ext3_exact_text,portal16,자네들이　엘메스를　수령하러　갔다가,12,18,E51812F4,,0,,1,
61CCDA,scenario_61CCBD,P2_direct_ext3_exact_text,portal16,……그것을　그가,6,18,E51812F8,,0,,1,
61CD0E,scenario_61CD03,P4_direct_ext3_text_drift,portal16,저런　병기가　적에게　있다면,12,18,E5181B50,,0,,1,
61CD3C,scenario_61CD32,P4_direct_ext3_text_drift,portal16,괜히　시간을　끌기보다、,10,18,E51874F4,,0,,1,
61CD80,scenario_61CD6D,P4_direct_ext3_text_drift,portal16,다행히　그　병기는　아까　전투에서,16,18,E5182B3A,,0,,1,
61CD9E,scenario_61CD6D,P4_direct_ext3_text_drift,portal16,저게　다시　나오기　전에　티탄즈,14,18,E5184B59,,0,,1,
61CDFB,scenario_61CDDB,P4_direct_ext3_text_drift,portal16,우리　모빌슈트와　파일럿、,9,18,E5181309,,0,,1,
61CEAF,scenario_61CE9C,P4_direct_ext3_text_drift,portal16,우리와　동행하고　싶다지만、,16,18,E5181310,,0,,1,
61CF47,scenario_61CF36,P4_direct_ext3_text_drift,portal16,１３살이란　나이는　걱정되지만、,19,18,E518C3D5,,0,,1,
61CF6F,scenario_61CF36,P4_direct_ext3_text_drift,portal16,다만、　자넬　파일럿으로　쓸지는,14,18,E5181315,,0,,1,
61CFE1,scenario_61CFD5,P4_direct_ext3_text_drift,portal16,그　나이에　ＭＳ를,11,18,E5184B5A,,0,,1,
61D07F,scenario_61D05D,P4_direct_ext3_text_drift,portal16,미안　너　역시、　나랑　나이　차이도,5,18,E5184A35,,0,,1,
61D0A7,scenario_61D09D,P4_direct_ext3_text_drift,portal16,너희　영반들은　제쳐두더라도、　우리　웃,9,18,E5184827,,0,,1,
61D1AC,scenario_61D1A2,P1_direct_ext3_exact_text_control_adjacent,portal16,아마도　『제로　시스템』일　터이다。,12,18,E5181330,,0,,2,0807
61D1F3,scenario_61D1D5,P4_direct_ext3_text_drift,portal16,탑승자의　정신에　간섭하는　힘이　있어。,17,18,E5181334,,0,,2,
61D207,scenario_61D1D5,P4_direct_ext3_text_drift,portal16,시스템의　영향권　안에서,6,18,E5181335,,0,,1,
61D28C,scenario_61D279,P4_direct_ext3_text_drift,portal16,상대가　제로　시스템이라면,13,18,E518133A,,0,,1,
61D2DF,scenario_61D2C2,P4_direct_ext3_text_drift,portal16,아인　레비、　장치　복구에,11,18,E5184B5C,,0,,1,
61D2F9,scenario_61D2C2,P3_direct_ext3_control_adjacent_text_drift,portal16,저　건담은　우리가　상대한다。,13,18,E5180C6D,,0,,2,0807
61D329,scenario_61D31F,P4_direct_ext3_text_drift,portal16,데스파다에　실린　파프니르도,12,18,E5182B3D,,0,,1,
61D37A,scenario_61D36D,P4_direct_ext3_text_drift,portal16,우리　목적을　이루려면、,12,18,E5181B55,,0,,1,
61D3B7,scenario_61D3A8,P4_direct_ext3_text_drift,portal16,근처에　기지　같은　것이,13,18,E5184B5D,,0,,1,
61D4E1,scenario_61D4D2,P4_direct_ext3_text_drift,portal16,지금　Ｚ　건담이,7,18,E5182B3E,,0,,1,
61D545,scenario_61D535,P3_direct_ext3_control_adjacent_text_drift,portal16,……지금　데리러　갈게！！,12,18,E5182CBE,,0,,2,1728
61D63D,scenario_61D623,P2_direct_ext3_exact_text,portal16,브라이트　중령。,5,18,E5181CD3,,0,,1,
61D711,scenario_61D702,P4_direct_ext3_text_drift,portal16,홍콩에서　습격받았단　말을　듣고,14,18,E5180BC3,,0,,1,
61D731,scenario_61D702,P3_direct_ext3_control_adjacent_text_drift,portal16,아무래도　필요　없었던　모양이군。,12,18,E5184C0C,,0,,2,0861
61D75D,scenario_61D743,P4_direct_ext3_text_drift,portal16,하지만、　어쨌든、,6,18,E5181373,,0,,1,
61D772,scenario_61D743,P1_direct_ext3_exact_text_control_adjacent,portal16,아무쪼록　힘을　보태　주게나、　아무로。,10,18,E518C3E2,,0,,2,0812
61D79E,scenario_61D794,P4_direct_ext3_text_drift,portal16,그　모빌슈트　말인데、,7,18,E5181CD4,,0,,1,
61D7B7,scenario_61D794,P3_direct_ext3_control_adjacent_text_drift,portal16,색、　다시　칠했나요？,16,18,E5181375,,0,,2,080D
61D7E4,scenario_61D7CD,P4_direct_ext3_text_drift,portal16,이건　아무로　대위　것과　달라。,14,18,E518C3E4,,0,,1,
61D83C,scenario_61D814,P4_direct_ext3_text_drift,portal16,그때　데이터로　만든　게,14,18,E518137C,,0,,1,
61D858,scenario_61D814,P4_direct_ext3_text_drift,portal16,여기　있는　게　１호기고、,11,18,E518137D,,0,,1,
61D8F0,scenario_61D8E5,P2_direct_ext3_exact_text,portal16,베팅、　아무것도　아닙니다。,6,18,E51893DD,,0,,2,
61D95F,scenario_61D93D,P4_direct_ext3_text_drift,portal16,그녀의　협조를　못　얻으면,15,18,E5181387,,0,,1,
61D98E,scenario_61D97F,P4_direct_ext3_text_drift,portal16,모처럼　시스템에　맞을　듯한,13,18,E518138A,,0,,1,
61DA14,scenario_61DA0A,P4_direct_ext3_text_drift,portal16,계속　그런　태도로　나온다면……,16,18,E518138F,,0,,2,
61DA27,scenario_61DA0A,P2_direct_ext3_exact_text,portal16,……티파　아딜、　자네　신변에,10,18,E5181390,,0,,1,
61DA6B,scenario_61DA4D,P4_direct_ext3_text_drift,portal16,빨리　협력하는　게　좋을　거야。,18,18,E5181392,,0,,1,
61DB90,scenario_61DB86,P2_direct_ext3_exact_text,portal16,이、　이것은！！,7,18,E518139F,,0,,1,
61DBA0,scenario_61DB86,P3_direct_ext3_control_adjacent_text_drift,portal16,이、　이걸　타라고！？,14,18,E518C3EB,,0,,2,0846
61DBEA,scenario_61DBDC,P3_direct_ext3_control_adjacent_text_drift,portal16,나……　신을　믿을래！！,16,18,E51813A3,,0,,2,1728
61DC6D,scenario_61DC60,P4_direct_ext3_text_drift,portal16,완전　절체절명인　느낌인데……,18,18,E51813A8,,0,,1,
61DF0E,scenario_61DEF9,P4_direct_ext3_text_drift,portal16,조금　곤란한　상황이야。,13,18,E51813BC,,0,,1,
61DF51,scenario_61DF43,P4_direct_ext3_text_drift,portal16,티탄즈에게서　티파란　아이를,10,18,E51813C0,,0,,1,
61DF6F,scenario_61DF43,P2_direct_ext3_exact_text,portal16,……보다시피、,8,18,E5181CD6,,0,,1,
61DFC2,scenario_61DFB1,P4_direct_ext3_text_drift,portal16,티탄즈　부대를　격파하고、,10,18,E51813C7,,0,,1,
61E00A,scenario_61DFFE,P4_direct_ext3_text_drift,portal16,……어쩔　수　없군。,7,18,E51813C9,,0,,1,
61E030,scenario_61E024,P4_direct_ext3_text_drift,portal16,아직　더　싸우고　싶지만、,10,18,E5182B43,,0,,1,
61E076,scenario_61E065,P3_direct_ext3_control_adjacent_text_drift,portal16,……그럼。,6,18,E5181CD7,,0,,2,1728
61E0BE,scenario_61E0B1,P2_direct_ext3_exact_text,portal16,……아、　아니！　어찌　되었든　말일세。,12,18,E51813D1,,0,,2,
61E0CD,scenario_61E0B1,P4_direct_ext3_text_drift,portal16,그냥　가버리면　곤란해。,12,18,E51874FC,,0,,1,
61E105,scenario_61E0F2,P3_direct_ext3_control_adjacent_text_drift,portal16,그럼、　그쪽에　착함할게……,12,18,E518C3F0,,0,,2,1728
61E18C,scenario_61E184,P4_direct_ext3_text_drift,portal16,그　프로스트　형제가,10,18,E51813D8,,0,,1,
61E1B4,scenario_61E1AC,P4_direct_ext3_text_drift,portal16,설마、　시스템　세이레네라고,10,18,E5180BC6,,0,,1,
61E202,scenario_61E1F8,P4_direct_ext3_text_drift,portal16,시스템에는　뉴타입이　필요하다……,11,18,E5183B69,,0,,1,
61E272,scenario_61E25E,P4_direct_ext3_text_drift,portal16,그렇게　요란하게　움직였으니、,14,18,E51874FD,,0,,1,
61E293,scenario_61E25E,P4_direct_ext3_text_drift,portal16,우리와　오면、　티파　군을,20,18,E51813E4,,0,,1,
61E2E7,scenario_61E2D5,P4_direct_ext3_text_drift,portal16,알겠어、　당신들과　같이　갈게。,13,18,E51813E6,,0,,2,
61E2F7,scenario_61E2D5,P4_direct_ext3_text_drift,portal16,그런　거니까、다시……,12,18,E5183CE0,,0,,2,
61E306,scenario_61E2D5,P2_direct_ext3_exact_text,portal16,내　본명은　가로드　란이다！,9,18,E51813E8,,0,,1,
61E340,scenario_61E330,P4_direct_ext3_text_drift,portal16,……그럼、　아인이　쓴,12,18,E51813E9,,0,,1,
6200DD,scenario_6200BE,P4_direct_ext3_text_drift,portal16,리리나님의　뜻에　어긋남은　압니다。,19,18,E5181461,,0,,2,
6200F3,scenario_6200BE,P4_direct_ext3_text_drift,portal16,하지만　방위력이　없으면,15,18,E5182B45,,0,,1,
620115,scenario_6200BE,P4_direct_ext3_text_drift,portal16,모두　제　독단입니다。,9,18,E5183B6A,,0,,1,
62018A,scenario_62017A,P4_direct_ext3_text_drift,portal16,그렇지만、　왕성　내부로의　침투는　무슨,10,18,E5184822,,0,,1,
6201C7,scenario_6201AA,P3_direct_ext3_control_adjacent_text_drift,portal16,당신과의　약속을　걸고서라도……！,11,18,E5180C70,,0,,2,1728
620237,scenario_62022A,P4_direct_ext3_text_drift,portal16,티탄즈의　라이트닝　카운트가,15,18,E5182B46,,0,,1,
62026F,scenario_620262,P4_direct_ext3_text_drift,portal16,저는　예전에　기사로서,8,18,E5181B5E,,0,,1,
6202E6,scenario_6202BE,P4_direct_ext3_text_drift,portal16,싸움을　부정하는　퀸　리리나의,15,18,E5183B6C,,0,,1,
620308,scenario_6202BE,P4_direct_ext3_text_drift,portal16,여기서　완전평화로　가는　길을,9,18,E518147C,,0,,1,
620325,scenario_6202BE,P3_direct_ext3_control_adjacent_text_drift,portal16,왕국을　지키기　위해　싸우겠습니다！,16,18,E51891B3,,0,,2,1728
62036E,scenario_62035B,P4_direct_ext3_text_drift,portal16,리리나가　완전평화의　길을,17,18,E518147F,,0,,1,
620392,scenario_62035B,P4_direct_ext3_text_drift,portal16,난　왕국에　충성을　맹세한　기사,18,18,E5184B67,,0,,1,
62042E,scenario_620424,P2_direct_ext3_exact_text,portal16,나는　티탄즈　소속의,5,18,E5181489,,0,,1,
62043F,scenario_620424,P4_direct_ext3_text_drift,portal16,퀸　리리나를,6,18,E5183CE1,,0,,1,
6204CD,scenario_6204B4,P4_direct_ext3_text_drift,portal16,퀸　리리나는,7,18,E5180BCB,,0,,1,
6205FE,scenario_6205E5,P1_direct_ext3_exact_text_control_adjacent,portal16,그러니까、　당신은　나를…,10,18,E51893E0,,0,,2,085D
6206A9,scenario_620689,P2_direct_ext3_exact_text,portal16,그리고　리리나…,7,18,E518C409,,0,,1,
6206BD,scenario_620689,P2_direct_ext3_exact_text,portal16,나는　군인이다。,7,18,E518C40B,,0,,1,
62073B,scenario_62071B,P3_direct_ext3_control_adjacent_text_drift,portal16,세계　공통의　생각은　찾기　어렵겠죠。,20,18,E5183C13,,0,,2,1728
6207A4,scenario_620789,P1_direct_ext3_exact_text_control_adjacent,portal16,……　배제、　개시！！,9,18,E518C411,,0,,2,1728
620882,scenario_620876,P2_direct_ext3_exact_text,portal16,하지만　다르다。　내　의지로,13,18,E518C419,,0,,1,
6209AE,scenario_6209A3,P2_direct_ext3_exact_text,portal16,왜　살아있는　동안　이런　만남을,13,18,E51893F6,,0,,1,
6209CD,scenario_6209A3,P4_direct_ext3_text_drift,portal16,적이　된다는　건,8,18,E5180D48,,0,,1,
620A27,scenario_620A0B,P3_direct_ext3_control_adjacent_text_drift,portal16,그러면　안　됩니까！？,13,18,E5182CC8,,0,,2,1728
620A5D,scenario_620A41,P3_direct_ext3_control_adjacent_text_drift,portal16,하지만、　언젠가　내　마음도……,14,18,E5182BF4,,0,,2,081E
620AE1,scenario_620ACC,P1_direct_ext3_exact_text_control_adjacent,portal16,제발　정신　차려　주세요！！,8,18,E518149D,,0,,2,081D
620C42,scenario_620C30,P4_direct_ext3_text_drift,portal16,에우고와　함께　행동하고、,11,18,E5187506,,0,,1,
620C98,scenario_620C8B,P4_direct_ext3_text_drift,portal16,자네들　에우고　세력과　마찬가지로、　티,9,18,E51849E3,,0,,1,
620CAE,scenario_620C8B,P1_direct_ext3_exact_text_control_adjacent,portal16,뭐、　아무쪼록　잘　부탁하네。,10,18,E51814AF,,0,,2,1728
620CF8,scenario_620CEE,P4_direct_ext3_text_drift,portal16,원래　난　지온군　기술자였다。,14,18,E518C427,,0,,1,
620D7B,scenario_620D66,P4_direct_ext3_text_drift,portal16,그녀가　시스템용으로　만들어진　건,14,18,E51814B8,,0,,1,
620D9D,scenario_620D66,P4_direct_ext3_text_drift,portal16,그　개발에　반대해서……,12,18,E5181B62,,0,,1,
620E33,scenario_620E0D,P4_direct_ext3_text_drift,portal16,뭐、　어중간한　사람은,13,18,E51814C0,,0,,1,
620E6C,scenario_620E57,P4_direct_ext3_text_drift,portal16,함께　싸워주신다면、,12,18,E5184B6A,,0,,1,
620E88,scenario_620E57,P3_direct_ext3_control_adjacent_text_drift,portal16,부디、　잘　부탁드립니다。,10,18,E5183C14,,0,,2,1728
620F12,scenario_620EFF,P4_direct_ext3_text_drift,portal16,저분은　웡　씨라고、,10,18,E5180BCD,,0,,1,
620F74,scenario_620F58,P4_direct_ext3_text_drift,portal16,티탄즈는　크게　흔들리고　있다。,14,18,E51814CC,,0,,1,
620FD2,scenario_620FB6,P4_direct_ext3_text_drift,portal16,연방의회가　우리　편이　되면,11,18,E51814D1,,0,,1,
620FE9,scenario_620FB6,P4_direct_ext3_text_drift,portal16,물론　그러려면　크와트로　대위、,9,18,E51814D3,,0,,1,
62107F,scenario_621076,P4_direct_ext3_text_drift,portal16,……잘　알겠습니다、　웡　리　씨。　그,11,18,E5184A4A,,0,,1,
6210BE,scenario_62109C,P4_direct_ext3_text_drift,portal16,이　작전에　에우고의　운명이　걸렸다。,16,18,E51814DD,,0,,1,
621146,scenario_621137,P4_direct_ext3_text_drift,portal16,어쨌든、　전국의　혼란은,9,18,E51814E4,,0,,1,
6211B2,scenario_6211A7,P4_direct_ext3_text_drift,portal16,슬슬　당신들이　나설　때라　보고,14,18,E51814E9,,0,,1,
6211E6,scenario_6211D2,P4_direct_ext3_text_drift,portal16,……전란의　시대가！,9,18,E5180C72,,0,,2,
621210,scenario_621201,P4_direct_ext3_text_drift,portal16,현재　다카르의　연방의회는　사실상,13,18,E51814ED,,0,,1,
62122E,scenario_621201,P4_direct_ext3_text_drift,portal16,이번　작전은　연방의회를,12,18,E51814EF,,0,,1,
621274,scenario_621254,P4_direct_ext3_text_drift,portal16,연방의회가　에우고를　지지하도록,11,18,E51814F3,,0,,1,
621291,scenario_621254,P3_direct_ext3_control_adjacent_text_drift,portal16,……그래서　크와트로　대위가　나선다。,15,18,E51814F5,,0,,2,1728
6212D9,scenario_6212B9,P4_direct_ext3_text_drift,portal16,그리고　의회에　티탄즈의　비도를,12,18,E51814F8,,0,,1,
6212F4,scenario_6212B9,P4_direct_ext3_text_drift,portal16,각　파일럿은　크와트로　대위가,10,18,E51814F9,,0,,1,
621313,scenario_6212B9,P3_direct_ext3_control_adjacent_text_drift,portal16,……이상이다！,6,18,E51819AE,,0,,2,1728
62133A,scenario_621330,P4_direct_ext3_text_drift,portal16,방금　막　받은,13,18,E5182B4C,,0,,1,
62138B,scenario_621374,P4_direct_ext3_text_drift,portal16,미노프스키　드라이브를　달아서,13,18,E5181501,,0,,1,
6213B3,scenario_6213A9,P4_direct_ext3_text_drift,portal16,그런데　누가　이　ＭＳ를,9,18,E5181B66,,0,,1,
6213FB,scenario_6213F0,P4_direct_ext3_text_drift,portal16,차라리　웃소가　브라이트　함장에게,12,18,E518C434,,0,,1,
621451,scenario_621434,P4_direct_ext3_text_drift,portal16,웃소라면　이　Ｖ２도,9,18,E5184B6E,,0,,1,
6214DC,scenario_6214C5,P4_direct_ext3_text_drift,portal16,솔로몬의　악몽　아닌가。,8,18,E518150E,,0,,1,
621505,scenario_6214FA,P4_direct_ext3_text_drift,portal16,네놈도　티탄즈에　붙고,11,18,E5181511,,0,,1,
62154E,scenario_62152E,P4_direct_ext3_text_drift,portal16,어쨌든　당신도　나도,9,18,E5182B4F,,0,,1,
6215C4,scenario_6215B5,P4_direct_ext3_text_drift,portal16,너희　때문에,4,18,E518750D,,0,,1,
6215D8,scenario_6215B5,P3_direct_ext3_control_adjacent_text_drift,portal16,그　빚은　확실히　갚아줘야겠어！！,15,18,E5182001,,0,,2,1728
621609,scenario_6215F2,P3_direct_ext3_control_adjacent_text_drift,portal16,『별의　부스러기』를　방해한　애송이군,20,18,E5182002,,0,,2,1728
621639,scenario_62162A,P4_direct_ext3_text_drift,portal16,그땐　너희가　끼어드는　바람에,19,18,E518750E,,0,,1,
62165D,scenario_62162A,P4_direct_ext3_text_drift,portal16,그때의　빚……,9,18,E5180BD2,,0,,1,
6216C2,scenario_6216A6,P3_direct_ext3_control_adjacent_text_drift,portal16,할　수　있으면　해봐！！,16,18,E5182009,,0,,2,1728
62170D,scenario_6216F4,P4_direct_ext3_text_drift,portal16,마침　좋은　기회군、　여기서　한꺼번에,14,18,E5180BD3,,0,,1,
621866,scenario_62185B,P4_direct_ext3_text_drift,portal16,그쪽은　그쪽대로　알아서　해！,15,18,E5187510,,0,,1,
